FRED Graph Observations,,,,,,
Federal Reserve Economic Data,,,,,,
Link: https://fred.stlouisfed.org,,,,,,
Help: https://fred.stlouisfed.org/help-faq,,,,,,
Economic Research Division,,,,,,
Federal Reserve Bank of St. Louis,,,,,,
,,,,,,
CATEPUINDXM,"Economic Policy Uncertainty Index: Categorical Index: Overall, Index, Monthly, Not Seasonally Adjusted",,,,,
EPUTRADE,"Economic Policy Uncertainty Index: Categorical Index: Trade policy, Index, Monthly, Not Seasonally Adjusted",,,,,
EPUSOVDEBT,"Economic Policy Uncertainty Index: Categorical Index: Sovereign debt, currency crises, Index, Monthly, Not Seasonally Adjusted",,,,,
EPUTAXES,"Economic Policy Uncertainty Index: Categorical Index: Taxes, Index, Monthly, Not Seasonally Adjusted",,,,,
EPUHEALTHCARE,"Economic Policy Uncertainty Index: Categorical Index: Health care, Index, Monthly, Not Seasonally Adjusted",,,,,
EPUREG,"Economic Policy Uncertainty Index: Categorical Index: Regulation, Index, Monthly, Not Seasonally Adjusted",,,,,
,,,,,,
Frequency: Monthly,,,,,,
observation_date,CATEPUINDXM,EPUTRADE,EPUSOVDEBT,EPUTAXES,EPUHEALTHCARE,EPUREG
1996-12-01,62.996791841516500,119.284835262632000,15.9969863482444000,46.328147608313000,42.445810374152300,73.796153138222600
1997-01-01,68.911320800139600,44.294059109667500,0.0000000000000000,83.417586564481600,89.189567928664500,53.170334516658000
1997-02-01,64.544400553786900,98.454308000845400,0.0000000000000000,58.750186762798400,72.701230165297800,64.174359894626000
1997-03-01,61.015669538615400,50.819985612323100,28.5005094634091000,39.153131786744900,52.665457197807600,42.608128753163600
1997-04-01,56.855212117932900,67.241158218800000,74.0726580357421000,40.703504554419900,39.308328812065100,46.826471996904300
1997-05-01,74.991956653314500,140.313990004465000,28.8529677643288000,72.311342104720800,68.354816728977600,67.783653566460100
1997-06-01,75.943495810739500,69.168926581947700,45.7177691264527000,58.279143280577700,46.211746014479500,119.771473397919000
1997-07-01,57.113619198369400,90.211964514735200,30.9173602244699000,51.082786072874500,76.175335913978000,67.351050798397700
1997-08-01,66.423183164783200,134.956802866159000,104.0676062277430000,62.374650796635900,50.717594813235200,82.552964029219900
1997-09-01,47.764989950814800,115.348001389774000,14.8244847398725000,46.785437161111300,42.144362234305500,60.788668967927800
1997-10-01,72.459498874924000,101.154682213869000,284.8775488044520000,48.352877132563500,37.279969727612800,73.009818361895500
1997-11-01,78.511682333810300,181.470981119593000,315.7519462140120000,57.018960006555400,29.921589476088900,68.661481785388700
1997-12-01,61.672327349932100,66.487913272617200,864.2660508383850000,51.669136815039100,40.256133912628500,81.341202461881800
1998-01-01,107.578374302558000,69.454781858204100,1499.6191121555000000,94.389531122239300,139.401522293226000,117.129068675614000
1998-02-01,84.992361794534400,43.403142146032500,1502.3835183052800000,62.961700176912500,63.432316907802500,50.830129661623200
1998-03-01,69.386048283618600,38.840511398289900,386.0301299415220000,90.445393715663000,50.457045909779800,60.269954571712300
1998-04-01,67.678707120025500,74.742884166338200,384.2371718236530000,73.233704263914500,50.976033169263900,44.860464741158100
1998-05-01,64.065128079493300,109.218267555674000,417.7319983919290000,44.028194942346200,25.539045947975300,65.616444638288900
1998-06-01,65.600181738570800,56.044219880980800,460.9781446743660000,77.020264939166700,66.890595353140600,41.841867877114700
1998-07-01,66.031465861231100,45.856932279156300,763.7997871141130000,67.221453934076100,30.828488579088100,48.333423078268500
1998-08-01,115.514730163926000,41.365594534743200,808.0763417418310000,63.690559704621100,41.646437217816800,67.821494059564600
1998-09-01,149.551804356175000,66.475439504392900,929.5219421054070000,107.596650800543000,94.561035102321400,79.407483953858500
1998-10-01,112.146439366418000,74.432273238156100,344.3763487639590000,103.711239942200000,78.563628550504100,79.541577989100800
1998-11-01,95.782708003661400,74.624381312070600,176.0175410166200000,60.828922884443100,56.455193170500800,62.460886882568200
1998-12-01,82.450763751121400,67.961097808931500,167.6992605724150000,57.595034030543000,63.566714193938100,63.274330797328400
1999-01-01,87.777798163613900,69.728686185284300,403.2677847243010000,119.284038583556000,128.656659978554000,76.939412706017400
1999-02-01,62.551728924192600,75.233266888651000,68.2514337269258000,51.695662463573300,77.612495718296300,51.309317801322100
1999-03-01,54.811700683698900,120.089351071969000,49.3882922894350000,48.593932091643100,36.271401459586200,50.629897152492000
1999-04-01,47.561571675578400,52.823276449782300,200.5315639780970000,50.257244398762600,27.316761967899300,44.969062963708200
1999-05-01,48.318102493096600,24.130364198280300,99.2392305759876000,29.937733417495700,15.281830479069000,44.508656090958100
1999-06-01,50.563349611134200,60.023908363926800,39.6732943570872000,47.627841850882500,56.393382898368800,36.151704424708600
1999-07-01,70.322834750579000,51.357790918110200,79.2058236188825000,84.793805353291000,153.868457251200000,28.193413567258400
1999-08-01,52.948834095201200,49.947852390563900,64.1928049582109000,50.051581714986100,48.664802362963100,47.161389666485800
